계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2005.0,1475.0,1578.0,nan,nan,nan,nan,nan
Operating Income,158.0,-12.0,-168.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),158.0,-12.0,-168.0,nan,nan,nan,0.0,nan
Net Income,92.0,8.0,-168.0,nan,nan,nan,nan,nan
Net Income(Contr.),92.0,8.0,-168.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1496.0,1338.0,1202.0,nan,nan,nan,1202.0,nan
Total Liabilities,430.0,308.0,373.0,nan,nan,nan,373.0,nan
Total Equity,1066.0,1030.0,829.0,nan,nan,nan,829.0,nan
Net Income(Contr.),1066.0,1030.0,829.0,nan,nan,nan,829.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,100.0,100.0,100.0,nan,nan,nan,100.0,nan
Total Debt/Equity,40.33,29.92,44.95,nan,nan,nan,44.95,nan
Reserve Ratio,968.32,931.97,731.34,nan,nan,nan,731.34,nan
Oper.Income Margin,7.88,-0.84,-10.65,nan,nan,nan,nan,nan
Net Income Margin,4.58,0.53,-10.63,nan,nan,nan,nan,nan
ROA,6.31,0.55,-13.21,nan,nan,nan,nan,nan
ROE,8.84,0.74,-18.05,nan,nan,nan,nan,nan
EPS(KRW),460.0,39.0,-839.0,nan,nan,nan,0.0,nan
BPS(KRW),5342.0,5160.0,4157.0,nan,nan,nan,4157.0,nan
DPS(KRW),200.0,150.0,100.0,nan,nan,nan,100.0,nan
PER,28.29,257.75,nan,nan,nan,nan,nan,nan
PBR,2.43,1.94,1.15,nan,nan,nan,1.15,nan
Issued Shares,20000.0,20000.0,20000.0,nan,nan,nan,20000.0,nan
Div Yield,1.54,1.5,2.1,nan,nan,nan,2.1,nan
