계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1489.0,1315.0,1284.0,nan,333.0,328.0,315.0,nan
Operating Income,406.0,253.0,213.0,nan,66.0,65.0,29.0,nan
Oper.Income(Rep.),406.0,253.0,213.0,nan,66.0,65.0,29.0,nan
Net Income,293.0,186.0,123.0,nan,53.0,49.0,-20.0,nan
Net Income(Contr.),294.0,189.0,126.0,nan,54.0,50.0,-20.0,nan
Net Income(Minor.),-1.0,-3.0,-2.0,nan,-1.0,-1.0,-0.0,nan
Total Assets,2102.0,2060.0,2097.0,nan,2083.0,2113.0,2097.0,nan
Total Liabilities,376.0,309.0,297.0,nan,288.0,268.0,297.0,nan
Total Equity,1726.0,1751.0,1800.0,nan,1795.0,1845.0,1800.0,nan
Net Income(Contr.),1726.0,1742.0,1794.0,nan,1788.0,1839.0,1794.0,nan
Net Income(Minor.),0.0,8.0,6.0,nan,7.0,6.0,6.0,nan
Capital Stock,58.0,58.0,59.0,nan,59.0,59.0,59.0,nan
Total Debt/Equity,21.76,17.66,16.5,nan,16.03,14.5,16.5,nan
Reserve Ratio,2994.75,3089.82,3223.21,nan,3161.26,3247.76,3223.21,nan
Oper.Income Margin,27.25,19.21,16.56,nan,19.75,19.71,9.34,nan
Net Income Margin,19.72,14.38,9.81,nan,16.18,15.3,-6.24,nan
ROA,14.5,8.95,5.94,nan,10.21,9.42,-3.77,nan
ROE,18.11,10.91,7.12,nan,12.24,11.08,-4.33,nan
EPS(KRW),2517.0,1620.0,1076.0,nan,460.0,429.0,-168.0,nan
BPS(KRW),15474.0,15949.0,16616.0,nan,16306.0,16739.0,16616.0,nan
DPS(KRW),700.0,500.0,500.0,nan,nan,nan,500.0,nan
PER,10.49,10.8,16.23,nan,nan,nan,nan,nan
PBR,1.71,1.1,1.05,nan,1.12,0.99,1.05,nan
Issued Shares,11674.0,11683.0,11709.0,nan,11709.0,11709.0,11709.0,nan
Div Yield,2.65,2.86,2.86,nan,nan,nan,2.86,nan
