계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,440.0,266.0,360.0,nan,nan,nan,nan,nan
Operating Income,53.0,-121.0,-113.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),53.0,-121.0,-113.0,nan,nan,nan,0.0,nan
Net Income,53.0,-166.0,-20.0,nan,nan,nan,nan,nan
Net Income(Contr.),53.0,-166.0,-20.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,645.0,598.0,811.0,nan,nan,nan,811.0,nan
Total Liabilities,182.0,282.0,524.0,nan,nan,nan,524.0,nan
Total Equity,463.0,317.0,287.0,nan,nan,nan,287.0,nan
Net Income(Contr.),463.0,317.0,287.0,nan,nan,nan,287.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,32.0,64.0,64.0,nan,nan,nan,64.0,nan
Total Debt/Equity,39.32,88.92,182.85,nan,nan,nan,182.85,nan
Reserve Ratio,1382.77,397.68,348.96,nan,nan,nan,348.96,nan
Oper.Income Margin,12.03,-45.61,-31.4,nan,nan,nan,nan,nan
Net Income Margin,11.94,-62.57,-5.56,nan,nan,nan,nan,nan
ROA,10.79,-26.75,-2.84,nan,nan,nan,nan,nan
ROE,16.34,-42.66,-6.63,nan,nan,nan,nan,nan
EPS(KRW),517.0,-1311.0,-157.0,nan,nan,nan,0.0,nan
BPS(KRW),3707.0,2488.0,2245.0,nan,nan,nan,2245.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,8.72,nan,nan,nan,nan,nan,nan,nan
PBR,1.22,7.29,2.58,nan,nan,nan,2.58,nan
Issued Shares,12631.0,12731.0,12771.0,nan,nan,nan,12771.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
