계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,66.0,65.0,69.0,nan,nan,nan,nan,nan
Operating Income,-46.0,-51.0,-38.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-46.0,-51.0,-38.0,nan,nan,nan,0.0,nan
Net Income,-68.0,-28.0,-23.0,nan,nan,nan,nan,nan
Net Income(Contr.),-68.0,-28.0,-23.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1241.0,1494.0,1161.0,nan,nan,nan,1161.0,nan
Total Liabilities,173.0,200.0,59.0,nan,nan,nan,59.0,nan
Total Equity,1068.0,1294.0,1102.0,nan,nan,nan,1102.0,nan
Net Income(Contr.),1068.0,1294.0,1102.0,nan,nan,nan,1102.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,49.0,49.0,49.0,nan,nan,nan,49.0,nan
Total Debt/Equity,16.24,15.44,5.32,nan,nan,nan,5.32,nan
Reserve Ratio,2094.79,2560.36,2165.08,nan,nan,nan,2165.08,nan
Oper.Income Margin,-70.52,-78.06,-54.09,nan,nan,nan,nan,nan
Net Income Margin,-103.73,-43.7,-33.07,nan,nan,nan,nan,nan
ROA,-5.24,-2.08,-1.73,nan,nan,nan,nan,nan
ROE,-6.11,-2.41,-1.91,nan,nan,nan,nan,nan
EPS(KRW),-706.0,-292.0,-236.0,nan,nan,nan,0.0,nan
BPS(KRW),10974.0,13302.0,11325.0,nan,nan,nan,11325.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.34,1.28,1.67,nan,nan,nan,1.67,nan
Issued Shares,9731.0,9731.0,9731.0,nan,nan,nan,9731.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
