계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,420.0,817.0,1297.0,1630.0,339.0,332.0,313.0,nan
Operating Income,-36.0,98.0,218.0,303.0,64.0,58.0,71.0,nan
Oper.Income(Rep.),-36.0,98.0,218.0,nan,64.0,58.0,71.0,nan
Net Income,-143.0,-80.0,63.0,160.0,22.0,26.0,23.0,nan
Net Income(Contr.),-112.0,-89.0,56.0,165.0,16.0,27.0,20.0,nan
Net Income(Minor.),-31.0,9.0,7.0,nan,6.0,-1.0,3.0,nan
Total Assets,1454.0,1669.0,1745.0,2020.0,1796.0,1785.0,1745.0,nan
Total Liabilities,398.0,583.0,462.0,710.0,649.0,506.0,462.0,nan
Total Equity,1056.0,1086.0,1284.0,1300.0,1147.0,1279.0,1284.0,nan
Net Income(Contr.),868.0,895.0,1097.0,1110.0,951.0,1082.0,1097.0,nan
Net Income(Minor.),188.0,191.0,187.0,190.0,196.0,197.0,187.0,nan
Capital Stock,266.0,280.0,306.0,190.0,284.0,306.0,306.0,nan
Total Debt/Equity,37.64,53.72,35.96,54.62,56.58,39.58,35.96,nan
Reserve Ratio,226.03,219.34,272.03,nan,234.84,267.24,272.03,nan
Oper.Income Margin,-8.5,12.01,16.78,18.59,18.77,17.58,22.82,nan
Net Income Margin,-26.67,-10.87,4.3,10.12,4.86,8.09,6.27,nan
ROA,-10.35,-5.12,3.66,8.5,5.12,5.88,5.22,nan
ROE,-13.76,-10.08,5.6,14.95,7.01,10.58,7.2,nan
EPS(KRW),-185.0,-138.0,82.0,235.0,25.0,39.0,28.0,nan
BPS(KRW),1418.0,1388.0,1618.0,1636.0,1456.0,1597.0,1618.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,41.6,23.77,nan,nan,nan,nan
PBR,1.88,3.1,2.11,3.41,2.18,2.04,2.11,nan
Issued Shares,61248.0,64454.0,70283.0,nan,65306.0,70283.0,70283.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
