계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,736.0,937.0,867.0,nan,nan,nan,nan,nan
Operating Income,46.0,-229.0,-215.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),46.0,-229.0,-215.0,nan,nan,nan,0.0,nan
Net Income,31.0,-167.0,-507.0,nan,nan,nan,nan,nan
Net Income(Contr.),31.0,-167.0,-507.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2141.0,2095.0,1625.0,nan,nan,nan,1625.0,nan
Total Liabilities,994.0,1114.0,1073.0,nan,nan,nan,1073.0,nan
Total Equity,1148.0,981.0,552.0,nan,nan,nan,552.0,nan
Net Income(Contr.),1148.0,981.0,552.0,nan,nan,nan,552.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,212.0,212.0,212.0,nan,nan,nan,212.0,nan
Total Debt/Equity,86.58,113.61,194.17,nan,nan,nan,194.17,nan
Reserve Ratio,480.88,402.08,160.81,nan,nan,nan,160.81,nan
Oper.Income Margin,6.23,-24.41,-24.83,nan,nan,nan,nan,nan
Net Income Margin,4.2,-17.77,-58.48,nan,nan,nan,nan,nan
ROA,1.87,-7.86,-27.27,nan,nan,nan,nan,nan
ROE,3.33,-15.65,-66.16,nan,nan,nan,nan,nan
EPS(KRW),103.0,-393.0,-1197.0,nan,nan,nan,0.0,nan
BPS(KRW),2904.0,2510.0,1304.0,nan,nan,nan,1304.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,23.98,nan,nan,nan,nan,nan,nan,nan
PBR,0.85,1.3,1.64,nan,nan,nan,1.64,nan
Issued Shares,42362.0,42362.0,42362.0,nan,nan,nan,42362.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
