계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4272.0,756,71.0,nan,nan,nan,nan,nan
Operating Income,-1223.0,-395,-324.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-1223.0,-395,-324.0,nan,nan,nan,0.0,nan
Net Income,-1862.0,-491,332.0,nan,nan,nan,nan,nan
Net Income(Contr.),-1862.0,-491,332.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,3022.0,2168,2392.0,nan,nan,nan,2392.0,nan
Total Liabilities,2756.0,2401,1510.0,nan,nan,nan,1510.0,nan
Total Equity,266.0,-233,882.0,nan,nan,nan,882.0,nan
Net Income(Contr.),266.0,-233,882.0,nan,nan,nan,882.0,nan
Net Income(Minor.),0.0,0,0.0,nan,nan,nan,0.0,nan
Capital Stock,200.0,200,845.0,nan,nan,nan,845.0,nan
Total Debt/Equity,1035.99,Completely Impaired capital,171.23,nan,nan,nan,171.23,nan
Reserve Ratio,33.01,nan,4.35,nan,nan,nan,4.35,nan
Oper.Income Margin,-28.63,-52.22,-457.91,nan,nan,nan,nan,nan
Net Income Margin,-43.59,-64.96,469.24,nan,nan,nan,nan,nan
ROA,-53.39,-18.92,14.56,nan,nan,nan,nan,nan
ROE,-244.03,-3002.99,102.36,nan,nan,nan,nan,nan
EPS(KRW),-23276.0,-6139,287.0,nan,nan,nan,0.0,nan
BPS(KRW),3325.0,-2917,522.0,nan,nan,nan,522.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,12.77,nan,nan,nan,nan,nan
PBR,2.95,nan,7.01,nan,nan,nan,7.01,nan
Issued Shares,8000.0,8000,169000.0,nan,nan,nan,169000.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
