계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,nan,nan,3.0,nan,1.0,0.0,2.0,nan
Operating Income,-182.0,-201.0,-153.0,nan,-36.0,-36.0,-37.0,nan
Oper.Income(Rep.),-182.0,-201.0,-153.0,nan,-36.0,-36.0,-37.0,nan
Net Income,-174.0,-179.0,-141.0,nan,-31.0,-32.0,-37.0,nan
Net Income(Contr.),-174.0,-179.0,-141.0,nan,-31.0,-32.0,-37.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,994.0,810.0,673.0,nan,736.0,710.0,673.0,nan
Total Liabilities,97.0,96.0,93.0,nan,90.0,96.0,93.0,nan
Total Equity,896.0,715.0,580.0,nan,646.0,614.0,580.0,nan
Net Income(Contr.),896.0,715.0,580.0,nan,646.0,614.0,580.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,95.0,96.0,96.0,nan,96.0,96.0,96.0,nan
Total Debt/Equity,10.85,13.37,16.06,nan,13.92,15.64,16.06,nan
Reserve Ratio,843.31,646.01,502.44,nan,570.3,537.01,502.44,nan
Oper.Income Margin,nan,nan,-5495.85,nan,-6528.77,-726249.07,-1635.02,nan
Net Income Margin,nan,nan,-5038.79,nan,-5618.51,-644374.24,-1643.84,nan
ROA,-16.08,-19.82,-18.94,nan,-16.48,-17.84,-21.25,nan
ROE,-17.88,-22.19,-21.7,nan,-18.73,-20.47,-24.61,nan
EPS(KRW),-917.0,-937.0,-731.0,nan,-161.0,-167.0,-191.0,nan
BPS(KRW),4717.0,3730.0,3012.0,nan,3352.0,3185.0,3012.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,1.51,1.57,0.83,nan,1.09,1.15,0.83,nan
Issued Shares,19006.0,19166.0,19264.0,nan,19264.0,19264.0,19264.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
