계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2420.0,2711.0,3048.0,3467.0,905.0,712.0,885.0,651.0
Operating Income,250.0,342.0,404.0,561.0,199.0,85.0,57.0,102.0
Oper.Income(Rep.),250.0,342.0,404.0,nan,199.0,85.0,57.0,nan
Net Income,167.0,-275.0,140.0,451.0,212.0,56.0,-188.0,82.0
Net Income(Contr.),468.0,151.0,139.0,437.0,191.0,67.0,-200.0,86.0
Net Income(Minor.),-300.0,-426.0,1.0,nan,21.0,-11.0,12.0,nan
Total Assets,6949.0,6318.0,6819.0,7223.0,6914.0,6942.0,6819.0,nan
Total Liabilities,2139.0,1612.0,1963.0,2000.0,1941.0,1885.0,1963.0,nan
Total Equity,4810.0,4706.0,4857.0,5223.0,4972.0,5056.0,4857.0,nan
Net Income(Contr.),3157.0,3350.0,3485.0,3849.0,3550.0,3629.0,3485.0,nan
Net Income(Minor.),1653.0,1356.0,1372.0,1374.0,1422.0,1427.0,1372.0,nan
Capital Stock,133.0,135.0,135.0,135.0,135.0,135.0,135.0,nan
Total Debt/Equity,44.48,34.26,40.41,38.28,39.04,37.29,40.41,nan
Reserve Ratio,2461.6,2419.29,2499.2,nan,2548.15,2606.52,2499.2,nan
Oper.Income Margin,10.34,12.6,13.26,16.17,22.01,11.92,6.39,15.72
Net Income Margin,19.32,5.56,4.55,12.59,21.05,9.36,-22.62,13.21
ROA,2.17,-4.15,2.13,6.43,12.59,3.22,-10.91,4.81
ROE,15.75,4.64,4.06,11.91,22.07,7.42,-22.51,9.87
EPS(KRW),1855.0,604.0,574.0,1806.0,788.0,276.0,-828.0,356.0
BPS(KRW),13480.0,14030.0,14475.0,15983.0,14748.0,15073.0,14475.0,nan
DPS(KRW),nan,410.0,410.0,410.0,nan,nan,410.0,nan
PER,6.63,23.64,36.85,12.07,nan,nan,nan,nan
PBR,0.91,1.02,1.46,1.36,1.54,1.24,1.46,nan
Issued Shares,25204.0,24180.0,24180.0,nan,24180.0,24180.0,24180.0,nan
Div Yield,nan,2.87,1.94,nan,nan,nan,1.94,nan
