계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,12216.0,13090.0,14904.0,nan,3501.0,3702.0,4808.0,nan
Operating Income,394.0,148.0,373.0,nan,58.0,256.0,-27.0,nan
Oper.Income(Rep.),394.0,148.0,373.0,nan,58.0,256.0,-27.0,nan
Net Income,400.0,237.0,148.0,nan,137.0,13.0,-12.0,nan
Net Income(Contr.),455.0,319.0,69.0,nan,188.0,30.0,-202.0,nan
Net Income(Minor.),-55.0,-82.0,79.0,nan,-52.0,-18.0,190.0,nan
Total Assets,23494.0,24689.0,23179.0,nan,25231.0,24962.0,23179.0,nan
Total Liabilities,16227.0,17160.0,15366.0,nan,17450.0,17176.0,15366.0,nan
Total Equity,7267.0,7529.0,7813.0,nan,7781.0,7786.0,7813.0,nan
Net Income(Contr.),7295.0,7644.0,7738.0,nan,7883.0,7908.0,7738.0,nan
Net Income(Minor.),-28.0,-114.0,75.0,nan,-101.0,-122.0,75.0,nan
Capital Stock,579.0,579.0,579.0,nan,579.0,579.0,579.0,nan
Total Debt/Equity,223.28,227.91,196.66,nan,224.25,220.59,196.66,nan
Reserve Ratio,1160.62,1220.82,1237.08,nan,1262.11,1266.51,1237.08,nan
Oper.Income Margin,3.23,1.13,2.5,nan,1.66,6.93,-0.56,nan
Net Income Margin,3.72,2.44,0.46,nan,5.38,0.82,-4.21,nan
ROA,1.79,0.98,0.62,nan,2.12,0.2,-0.2,nan
ROE,6.49,4.27,0.89,nan,9.68,1.53,-10.35,nan
EPS(KRW),3927.0,2756.0,593.0,nan,1628.0,262.0,-1749.0,nan
BPS(KRW),63031.0,66041.0,66854.0,nan,68105.0,68325.0,66854.0,nan
DPS(KRW),300.0,100.0,100.0,nan,nan,nan,100.0,nan
PER,2.16,2.62,10.78,nan,nan,nan,nan,nan
PBR,0.13,0.11,0.1,nan,0.1,0.1,0.1,nan
Issued Shares,11571.0,11571.0,11571.0,nan,11571.0,11571.0,11571.0,nan
Div Yield,3.53,1.39,1.56,nan,nan,nan,1.56,nan
