계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,14377.0,14419.0,14736.0,nan,4076.0,3414.0,3599.0,nan
Operating Income,2061.0,2282.0,2357.0,nan,637.0,598.0,635.0,nan
Oper.Income(Rep.),2061.0,2282.0,2357.0,nan,637.0,598.0,635.0,nan
Net Income,1001.0,1267.0,1593.0,nan,230.0,326.0,367.0,nan
Net Income(Contr.),981.0,1414.0,1604.0,nan,231.0,333.0,369.0,nan
Net Income(Minor.),20.0,-147.0,-11.0,nan,-1.0,-7.0,-2.0,nan
Total Assets,16160.0,15388.0,15406.0,nan,16188.0,16112.0,15406.0,nan
Total Liabilities,8602.0,6952.0,5668.0,nan,6974.0,6647.0,5668.0,nan
Total Equity,7559.0,8437.0,9738.0,nan,9213.0,9465.0,9738.0,nan
Net Income(Contr.),7401.0,8438.0,9747.0,nan,9212.0,9471.0,9747.0,nan
Net Income(Minor.),157.0,-2.0,-9.0,nan,1.0,-6.0,-9.0,nan
Capital Stock,1149.0,1149.0,1149.0,nan,1149.0,1149.0,1149.0,nan
Total Debt/Equity,113.8,82.4,58.21,nan,75.69,70.23,58.21,nan
Reserve Ratio,557.6,672.06,801.14,nan,741.33,770.23,801.14,nan
Oper.Income Margin,14.33,15.83,16.0,nan,15.63,17.52,17.64,nan
Net Income Margin,6.82,9.81,10.88,nan,5.66,9.76,10.26,nan
ROA,6.38,8.03,10.35,nan,5.8,8.07,9.31,nan
ROE,14.08,17.85,17.64,nan,10.14,14.26,15.37,nan
EPS(KRW),427.0,615.0,698.0,nan,100.0,145.0,161.0,nan
BPS(KRW),3288.0,3860.0,4506.0,nan,4207.0,4351.0,4506.0,nan
DPS(KRW),45.0,45.0,45.0,nan,nan,nan,45.0,nan
PER,2.65,2.23,2.29,nan,nan,nan,nan,nan
PBR,0.34,0.35,0.35,nan,0.32,0.36,0.35,nan
Issued Shares,229808.0,229808.0,229808.0,nan,229808.0,229808.0,229808.0,nan
Div Yield,3.98,3.29,2.82,nan,nan,nan,2.82,nan
