계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,589.0,535.0,436.0,nan,nan,nan,nan,nan
Operating Income,39.0,42.0,-33.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),39.0,42.0,-33.0,nan,nan,nan,0.0,nan
Net Income,34.0,36.0,-28.0,nan,nan,nan,nan,nan
Net Income(Contr.),34.0,36.0,-28.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,699.0,739.0,679.0,nan,nan,nan,679.0,nan
Total Liabilities,182.0,234.0,211.0,nan,nan,nan,211.0,nan
Total Equity,518.0,506.0,468.0,nan,nan,nan,468.0,nan
Net Income(Contr.),518.0,506.0,468.0,nan,nan,nan,468.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,62.0,62.0,62.0,nan,nan,nan,62.0,nan
Total Debt/Equity,35.12,46.22,44.97,nan,nan,nan,44.97,nan
Reserve Ratio,751.0,731.58,671.29,nan,nan,nan,671.29,nan
Oper.Income Margin,6.65,7.77,-7.47,nan,nan,nan,nan,nan
Net Income Margin,5.74,6.67,-6.34,nan,nan,nan,nan,nan
ROA,5.24,4.97,-3.9,nan,nan,nan,nan,nan
ROE,7.39,6.99,-5.68,nan,nan,nan,nan,nan
EPS(KRW),283.0,299.0,-231.0,nan,nan,nan,0.0,nan
BPS(KRW),4397.0,4297.0,3985.0,nan,nan,nan,3985.0,nan
DPS(KRW),150.0,150.0,100.0,nan,nan,nan,100.0,nan
PER,14.21,22.74,nan,nan,nan,nan,nan,nan
PBR,0.91,1.58,1.4,nan,nan,nan,1.4,nan
Issued Shares,11953.0,11953.0,11953.0,nan,nan,nan,11953.0,nan
Div Yield,3.73,2.21,1.8,nan,nan,nan,1.8,nan
