계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,33168.0,32109.0,35533.0,nan,9174.0,8892.0,8756.0,nan
Operating Income,1323.0,948.0,1275.0,nan,552.0,395.0,-19.0,nan
Oper.Income(Rep.),1323.0,948.0,1275.0,nan,552.0,395.0,-19.0,nan
Net Income,1058.0,2270.0,895.0,nan,397.0,238.0,-182.0,nan
Net Income(Contr.),710.0,1724.0,283.0,nan,179.0,77.0,-252.0,nan
Net Income(Minor.),348.0,546.0,612.0,nan,218.0,161.0,70.0,nan
Total Assets,45478.0,51545.0,52905.0,nan,52017.0,51780.0,52905.0,nan
Total Liabilities,20243.0,23579.0,22924.0,nan,22804.0,22297.0,22924.0,nan
Total Equity,25235.0,27965.0,29981.0,nan,29213.0,29483.0,29981.0,nan
Net Income(Contr.),17919.0,19927.0,21072.0,nan,20692.0,20751.0,21072.0,nan
Net Income(Minor.),7316.0,8038.0,8909.0,nan,8521.0,8732.0,8909.0,nan
Capital Stock,443.0,443.0,443.0,nan,443.0,443.0,443.0,nan
Total Debt/Equity,80.22,84.32,76.46,nan,78.06,75.63,76.46,nan
Reserve Ratio,3963.33,4416.18,4674.24,nan,4588.52,4602.0,4674.24,nan
Oper.Income Margin,3.99,2.95,3.59,nan,6.02,4.45,-0.22,nan
Net Income Margin,2.14,5.37,0.8,nan,1.95,0.86,-2.87,nan
ROA,2.35,4.68,1.71,nan,3.1,1.83,-1.39,nan
ROE,4.01,9.11,1.38,nan,3.49,1.48,-4.81,nan
EPS(KRW),8007.0,19436.0,3188.0,nan,2014.0,865.0,-2836.0,nan
BPS(KRW),203166.0,225809.0,238712.0,nan,234426.0,235100.0,238712.0,nan
DPS(KRW),3500.0,3500.0,3500.0,nan,nan,nan,3500.0,nan
PER,8.58,3.55,20.55,nan,nan,nan,nan,nan
PBR,0.34,0.31,0.27,nan,0.29,0.33,0.27,nan
Issued Shares,8564.0,8564.0,8564.0,nan,8564.0,8564.0,8564.0,nan
Div Yield,5.09,5.07,5.34,nan,nan,nan,5.34,nan
