Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
005930,KR7005930003,삼성전자,KOSPI,,57800,1,400,0.7,57400,58600,57150,8247301,477236027550,342155071891600,5919637922,STK
000660,KR7000660001,SK하이닉스,KOSPI,,204000,2,-2000,-0.97,207500,208000,203500,1685006,346658334250,148512482460000,728002365,STK
373220,KR7373220003,LG에너지솔루션,KOSPI,,312750,2,-750,-0.24,313500,321000,312500,139193,44046770250,73183500000000,234000000,STK
207940,KR7207940008,삼성바이오로직스,KOSPI,,1001000,2,-4000,-0.4,996000,1006000,995000,23303,23288458000,71245174000000,71174000,STK
005380,KR7005380001,현대차,KOSPI,,194400,2,-2700,-1.37,195200,196900,194200,263259,51357789950,40710507530400,209416191,STK
012450,KR7012450003,한화에어로스페이스,KOSPI,,819000,2,-1000,-0.12,824000,828000,811000,92060,75301232000,38735588619000,47296201,STK
105560,KR7105560007,KB금융,KOSPI,,93700,1,300,0.32,92700,94700,92700,312580,29408222300,36873613235100,393528423,STK
329180,KR7329180004,HD현대중공업,KOSPI,,413500,2,-2500,-0.6,413500,415000,405000,71066,29112434250,36707683466000,88773116,STK
000270,KR7000270009,기아,KOSPI,,91600,2,-800,-0.87,91900,92500,91200,396722,36365154950,36426813091200,397672632,STK
068270,KR7068270008,셀트리온,KOSPI,,153100,2,-1200,-0.78,152800,153700,152200,261880,40059649250,34139753383800,222989898,STK
035420,KR7035420009,NAVER,KOSPI,,189800,2,-1400,-0.73,189800,190200,188200,219508,41542538400,30071344118400,158437008,STK
055550,KR7055550008,신한지주,KOSPI,,51900,1,100,0.19,51400,52300,51400,286193,14864901500,25734203173500,495842065,STK
042660,KR7042660001,한화오션,KOSPI,,80000,1,500,0.63,80500,80500,78700,935314,74388867350,24513071520000,306413394,STK
012330,KR7012330007,현대모비스,KOSPI,,256500,2,-1500,-0.58,255000,258000,254500,38540,9869398500,23853241611000,92995094,STK
011200,KR7011200003,HMM,KOSPI,,22250,1,1450,6.97,22300,23000,21800,4801209,107364198200,22807128786000,1025039496,STK
028260,KR7028260008,삼성물산,KOSPI,,123800,2,-1400,-1.12,124100,124800,123800,55943,6950191650,21043096147200,169976544,STK
034020,KR7034020008,두산에너빌리티,KOSPI,,31750,1,450,1.44,31900,32750,31100,7135321,226994378050,20337816385500,640561146,STK
